$21$ & $30$ & $1$\\ \hline 
$21$ & $31$ & $1$\\ \hline 
$22$ & $23$ & $1$\\ \hline 
$22$ & $32$ & $1$\\ \hline 
$23$ & $24$ & $1$\\ \hline 
$23$ & $33$ & $1$\\ \hline 
$24$ & $25$ & $1$\\ \hline 
$24$ & $34$ & $1$\\ \hline 
$25$ & $26$ & $1$\\ \hline 
$25$ & $35$ & $1$\\ \hline 
$26$ & $27$ & $1$\\ \hline 
$26$ & $36$ & $1$\\ \hline 
$27$ & $28$ & $1$\\ \hline 
$27$ & $37$ & $1$\\ \hline 
$28$ & $29$ & $1$\\ \hline 
$28$ & $38$ & $1$\\ \hline 
$29$ & $30$ & $1$\\ \hline 
$29$ & $39$ & $1$\\ \hline 
$30$ & $40$ & $1$\\ \hline 
$31$ & $32$ & $1$\\ \hline 
$31$ & $40$ & $1$\\ \hline 
$31$ & $41$ & $1$\\ \hline 
$32$ & $33$ & $1$\\ \hline 
$32$ & $42$ & $1$\\ \hline 
$33$ & $34$ & $1$\\ \hline 
$33$ & $43$ & $1$\\ \hline 
$34$ & $35$ & $1$\\ \hline 
$34$ & $44$ & $1$\\ \hline 
$35$ & $36$ & $1$\\ \hline 
$35$ & $45$ & $1$\\ \hline 
$36$ & $37$ & $1$\\ \hline 
$36$ & $46$ & $1$\\ \hline 
$37$ & $38$ & $1$\\ \hline 
$37$ & $47$ & $1$\\ \hline 
$38$ & $39$ & $1$\\ \hline 
$38$ & $48$ & $1$\\ \hline 
$39$ & $40$ & $1$\\ \hline 
$39$ & $49$ & $1$\\ \hline 
$40$ & $50$ & $1$\\ \hline 
$41$ & $42$ & $1$\\ \hline 
$41$ & $50$ & $1$\\ \hline 
$41$ & $51$ & $1$\\ \hline 
$42$ & $43$ & $1$\\ \hline 
$42$ & $52$ & $1$\\ \hline 
$43$ & $44$ & $1$\\ \hline 
$43$ & $53$ & $1$\\ \hline 
$44$ & $45$ & $1$\\ \hline 
$44$ & $54$ & $1$\\ \hline 
$45$ & $46$ & $1$\\ \hline 
$45$ & $55$ & $1$\\ \hline 
$46$ & $47$ & $1$\\ \hline 
$46$ & $56$ & $1$\\ \hline 
$47$ & $48$ & $1$\\ \hline 
$47$ & $57$ & $1$\\ \hline 
$48$ & $49$ & $1$\\ \hline 
$48$ & $58$ & $1$\\ \hline 
$49$ & $50$ & $1$\\ \hline 
$49$ & $59$ & $1$\\ \hline 
$50$ & $60$ & $1$\\ \hline 
$51$ & $52$ & $1$\\ \hline 
$51$ & $60$ & $1$\\ \hline 
$51$ & $61$ & $1$\\ \hline 
$52$ & $53$ & $1$\\ \hline 
$52$ & $62$ & $1$\\ \hline 
$53$ & $54$ & $1$\\ \hline 
$53$ & $63$ & $1$\\ \hline 
$54$ & $55$ & $1$\\ \hline 
$54$ & $64$ & $1$\\ \hline 
$55$ & $56$ & $1$\\ \hline 
$55$ & $65$ & $1$\\ \hline 
$56$ & $57$ & $1$\\ \hline 
$56$ & $66$ & $1$\\ \hline 
$57$ & $58$ & $1$\\ \hline 
$57$ & $67$ & $1$\\ \hline 
$58$ & $59$ & $1$\\ \hline 
$58$ & $68$ & $1$\\ \hline 
$59$ & $60$ & $1$\\ \hline 
$59$ & $69$ & $1$\\ \hline 
$60$ & $70$ & $1$\\ \hline 
$61$ & $62$ & $1$\\ \hline 
$61$ & $70$ & $1$\\ \hline 
$61$ & $71$ & $1$\\ \hline 
$62$ & $63$ & $1$\\ \hline 
$62$ & $72$ & $1$\\ \hline 
$63$ & $64$ & $1$\\ \hline 
$63$ & $73$ & $1$\\ \hline 
$64$ & $65$ & $1$\\ \hline 
$64$ & $74$ & $1$\\ \hline 
$65$ & $66$ & $1$\\ \hline 
$65$ & $75$ & $1$\\ \hline 
$66$ & $67$ & $1$\\ \hline 
$66$ & $76$ & $1$\\ \hline 
$67$ & $68$ & $1$\\ \hline 
$67$ & $77$ & $1$\\ \hline 
$68$ & $69$ & $1$\\ \hline 
$68$ & $78$ & $1$\\ \hline 
$69$ & $70$ & $1$\\ \hline 
$69$ & $79$ & $1$\\ \hline 
$70$ & $80$ & $1$\\ \hline 
$71$ & $72$ & $1$\\ \hline 
$71$ & $80$ & $1$\\ \hline 
$71$ & $81$ & $1$\\ \hline 
$72$ & $73$ & $1$\\ \hline 
$72$ & $82$ & $1$\\ \hline 
$73$ & $74$ & $1$\\ \hline 
$73$ & $83$ & $1$\\ \hline 
$74$ & $75$ & $1$\\ \hline 
$74$ & $84$ & $1$\\ \hline 
$75$ & $76$ & $1$\\ \hline 
$75$ & $85$ & $1$\\ \hline 
$76$ & $77$ & $1$\\ \hline 
$76$ & $86$ & $1$\\ \hline 
$77$ & $78$ & $1$\\ \hline 
$77$ & $87$ & $1$\\ \hline 
$78$ & $79$ & $1$\\ \hline 
$78$ & $88$ & $1$\\ \hline 
$79$ & $80$ & $1$\\ \hline 
$79$ & $89$ & $1$\\ \hline 
$80$ & $90$ & $1$\\ \hline 
$81$ & $82$ & $1$\\ \hline 
$81$ & $90$ & $1$\\ \hline 
$81$ & $91$ & $1$\\ \hline 
$82$ & $83$ & $1$\\ \hline 
$82$ & $92$ & $1$\\ \hline 
$83$ & $84$ & $1$\\ \hline 
$83$ & $93$ & $1$\\ \hline 
$84$ & $85$ & $1$\\ \hline 
$84$ & $94$ & $1$\\ \hline 
$85$ & $86$ & $1$\\ \hline 
$85$ & $95$ & $1$\\ \hline 
$86$ & $87$ & $1$\\ \hline 
$86$ & $96$ & $1$\\ \hline 
$87$ & $88$ & $1$\\ \hline 
$87$ & $97$ & $1$\\ \hline 
$88$ & $89$ & $1$\\ \hline 
$88$ & $98$ & $1$\\ \hline 
$89$ & $90$ & $1$\\ \hline 
$89$ & $99$ & $1$\\ \hline 
$90$ & $100$ & $1$\\ \hline 
$91$ & $92$ & $1$\\ \hline 
$91$ & $100$ & $1$\\ \hline 
$92$ & $93$ & $1$\\ \hline 
$93$ & $94$ & $1$\\ \hline 
$94$ & $95$ & $1$\\ \hline 
$95$ & $96$ & $1$\\ \hline 
$96$ & $97$ & $1$\\ \hline 
$97$ & $98$ & $1$\\ \hline 
$98$ & $99$ & $1$\\ \hline 
$99$ & $100$ & $1$\\ \hline 
